"Molecule ChEMBL ID";"Parent Molecule ChEMBL ID";"Parent Molecule Name";"Warning Type";"Warning Class";"Description";"Country";"First Withdrawn Year";"EFO ID";"EFO Term";"EFO ID for Warning Class";"References"
"CHEMBL1448187";"CHEMBL726";"FLUPHENAZINE";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";"Type: DailyMed RefID: 0860b3f3-3116-40f8-bcb0-e5c47731bdc8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0860b3f3-3116-40f8-bcb0-e5c47731bdc8|Type: DailyMed RefID: d571f04f-6190-42f2-932c-5a075fd978b9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d571f04f-6190-42f2-932c-5a075fd978b9|Type: DailyMed RefID: 33bffb02-f1cc-4554-a3b7-9f2291feb4ac URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=33bffb02-f1cc-4554-a3b7-9f2291feb4ac|Type: DailyMed RefID: 4ad994f7-0caf-40aa-8824-ff438f7fc366 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ad994f7-0caf-40aa-8824-ff438f7fc366"
"CHEMBL1165342";"CHEMBL1165342";"VINCAMINE";"Withdrawn";"cardiotoxicity";"cardia arrhythmias; risk of blood dyscrasias";"['Germany', 'Hungary']";"[1980, 1980]";"EFO:0004269";"cardiac arrhythmia";"EFO:1001482";"Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf"
"CHEMBL54";"CHEMBL54";"HALOPERIDOL";"Black Box Warning";"psychiatric toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011059";"Type: DailyMed RefID: 670bf63f-1e86-4340-a5ca-a1c5485ef89d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=670bf63f-1e86-4340-a5ca-a1c5485ef89d|Type: DailyMed RefID: 0ac0cc44-3924-447d-9051-f84c44312380 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ac0cc44-3924-447d-9051-f84c44312380|Type: DailyMed RefID: d25840cb-7c53-4fd1-aa34-1d00dae36d53 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d25840cb-7c53-4fd1-aa34-1d00dae36d53|Type: FDA RefID: 65df5d2d-79aa-41d4-866a-566e520320f7 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=65df5d2d-79aa-41d4-866a-566e520320f7"
"CHEMBL1201585";"CHEMBL1201585";"TRASTUZUMAB";"Black Box Warning";"hepatotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011052";""
"CHEMBL1643";"CHEMBL1643";"RIBAVIRIN";"Black Box Warning";"hematological toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011051";"Type: DailyMed RefID: 27c184e4-e8ac-4ec5-882f-cf4f27030e4c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=27c184e4-e8ac-4ec5-882f-cf4f27030e4c|Type: DailyMed RefID: 08992c51-8fe9-4d37-85cc-42ff337bda00 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=08992c51-8fe9-4d37-85cc-42ff337bda00"
"CHEMBL1201575";"CHEMBL1201575";"EFALIZUMAB";"Withdrawn";"neurotoxicity";"Progressive multifocal leukoencephalopathy. The drug is also suspected to be correlated with other serious adverse effects like Guillain-Barré- and Miller-Fisher-Syndrome, encephalitis, encephalopathy, meningitis, sepsis und opportunistic infections";"['United States', 'Canada', 'European Union', 'Ireland', 'Mexico', 'Switzerland', 'United Kingdom', 'Ukraine']";"[2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009]";"EFO:0007371";"Miller Fisher syndrome";"EFO:0011057";"Type: WHO RefID: WHO-EMP-QSM-2010.3 URL: https://www.who.int/publications/i/item/WHO-EMP-QSM-2010.3|Type: WHO RefID: WHO-EMP-QSM-2010.3 URL: https://www.who.int/publications/i/item/WHO-EMP-QSM-2010.3|Type: WHO RefID: WHO-EMP-QSM-2010.3 URL: https://www.who.int/publications/i/item/WHO-EMP-QSM-2010.3|Type: WHO RefID: WHO-EMP-QSM-2010.3 URL: https://www.who.int/publications/i/item/WHO-EMP-QSM-2010.3|Type: FDA RefID: 7993/20170112032728/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm149675.htm URL: http://wayback.archive-it.org/7993/20170112032728/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm149675.htm|Type: Health Canada RefID: recall-alert-rappel-avis/hc-sc/2009/14573a-eng.php URL: https://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2009/14573a-eng.php|Type: MHRA RefID: documents/publication/con041213.pdf URL: https://webarchive.nationalarchives.gov.uk/20150110161756/http://www.mhra.gov.uk/home/groups/pl-p/documents/publication/con041213.pdf|Type: NICE RefID: guidance/ta103 URL: https://www.nice.org.uk/guidance/ta103|Type: EMA RefID: medicines/human/EPAR/raptiva URL: https://www.ema.europa.eu/en/medicines/human/EPAR/raptiva|Type: HPRA RefID: safety-notices/item?t=/raptiva---suspension-of-marketing&id=6066f825-9782-6eee-9b55-ff00008c97d0 URL: http://www.hpra.ie/homepage/medicines/safety-notices/item?t=/raptiva---suspension-of-marketing&id=6066f825-9782-6eee-9b55-ff00008c97d0|Type: EMA RefID: documents/public-statement/public-statement-raptiva-efalizumab-withdrawal-marketing-authorisation-european-union_en.pdf URL: https://www.ema.europa.eu/en/documents/public-statement/public-statement-raptiva-efalizumab-withdrawal-marketing-authorisation-european-union_en.pdf|Type: HIS RefID: medicines-advice/efalizumab-raptiva-fullsubmission-14604/ URL: https://www.scottishmedicines.org.uk/medicines-advice/efalizumab-raptiva-fullsubmission-14604/|Type: WHO RefID: WHO-EMP-QSM-2010.3 URL: https://www.who.int/publications/i/item/WHO-EMP-QSM-2010.3|Type: WHO RefID: WHO-EMP-QSM-2010.3 URL: https://www.who.int/publications/i/item/WHO-EMP-QSM-2010.3|Type: WHO RefID: WHO-EMP-QSM-2010.3 URL: https://www.who.int/publications/i/item/WHO-EMP-QSM-2010.3|Type: WHO RefID: WHO-EMP-QSM-2010.3 URL: https://www.who.int/publications/i/item/WHO-EMP-QSM-2010.3"
"CHEMBL2103827";"CHEMBL2103827";"DROXIDOPA";"Black Box Warning";"vascular toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011062";"Type: DailyMed RefID: 2179f02c-48d7-48eb-8007-5ae43d8d16bc URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2179f02c-48d7-48eb-8007-5ae43d8d16bc|Type: FDA RefID: 9b8aef03-a3fe-4fd7-bcd8-7fcb308b3e74 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9b8aef03-a3fe-4fd7-bcd8-7fcb308b3e74|Type: FDA RefID: d301c0df-0eb6-4acb-8534-f8dd53502d6d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d301c0df-0eb6-4acb-8534-f8dd53502d6d|Type: FDA RefID: 51ef3096-4622-4f45-a180-ab0dc6d46df9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=51ef3096-4622-4f45-a180-ab0dc6d46df9"
"CHEMBL956";"CHEMBL956";"SUPROFEN";"Withdrawn";"nephrotoxicity";"Flank pain, decreased kidney function";"['United States', 'Spain', 'United Kingdom']";"[1987, 1987, 1987]";"HP:0030157";"Flank pain";"EFO:0011056";"Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134|Type: USGPO RefID: CFR-2019-title21-vol4/pdf/CFR-2019-title21-vol4-sec216-24.pdf URL: https://www.govinfo.gov/content/pkg/CFR-2019-title21-vol4/pdf/CFR-2019-title21-vol4-sec216-24.pdf|Type: PubMed RefID: 21574210 URL: http://europepmc.org/abstract/MED/21574210|Type: USGPO RefID: CFR-2019-title21-vol4/pdf/CFR-2019-title21-vol4-sec216-24.pdf URL: https://www.govinfo.gov/content/pkg/CFR-2019-title21-vol4/pdf/CFR-2019-title21-vol4-sec216-24.pdf|Type: PubMed RefID: 21574210 URL: http://europepmc.org/abstract/MED/21574210|Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134"
"CHEMBL2364649";"CHEMBL2364649";"MARGETUXIMAB";"Black Box Warning";"cardiotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:1001482";"Type: FDA RefID: e97a5872-eabf-463b-8f4c-5b5aed9c7bf0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e97a5872-eabf-463b-8f4c-5b5aed9c7bf0|Type: FDA RefID: 6a6d50c7-06ea-479c-83cc-f197a9e428c9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6a6d50c7-06ea-479c-83cc-f197a9e428c9"
"CHEMBL4303288";"CHEMBL1380";"ABACAVIR";"Black Box Warning";"metabolic toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011054";"Type: DailyMed RefID: de109a2b-e36c-40d0-85fc-a67a9e7f1ae8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=de109a2b-e36c-40d0-85fc-a67a9e7f1ae8|Type: DailyMed RefID: 4dd14728-02b4-4e75-b9c6-227be7816d5b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4dd14728-02b4-4e75-b9c6-227be7816d5b|Type: DailyMed RefID: e5cbf204-c10d-444b-aba0-180a30645d55 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e5cbf204-c10d-444b-aba0-180a30645d55|Type: FDA RefID: 816b11bf-e6e9-4438-a777-948090eabe82 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=816b11bf-e6e9-4438-a777-948090eabe82"
"CHEMBL3184791";"CHEMBL372795";"STREPTOMYCIN";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";"Type: DailyMed RefID: abd1f64e-4283-4370-aae8-3666316aa36e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=abd1f64e-4283-4370-aae8-3666316aa36e"
"CHEMBL4297984";"CHEMBL4297984";"NAXITAMAB";"Black Box Warning";"vascular toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011062";"Type: FDA RefID: 29a80c6b-8bad-4650-8c7f-f18490c868ec URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=29a80c6b-8bad-4650-8c7f-f18490c868ec"
"CHEMBL4303288";"CHEMBL1380";"ABACAVIR";"Black Box Warning";"immune system toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011053";"Type: DailyMed RefID: de109a2b-e36c-40d0-85fc-a67a9e7f1ae8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=de109a2b-e36c-40d0-85fc-a67a9e7f1ae8|Type: DailyMed RefID: 73ce0bc5-43e2-c57f-0a6a-bdaf9fbaa3c2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=73ce0bc5-43e2-c57f-0a6a-bdaf9fbaa3c2|Type: DailyMed RefID: ca73b519-015a-436d-aa3c-af53492825a1 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ca73b519-015a-436d-aa3c-af53492825a1|Type: DailyMed RefID: e5cbf204-c10d-444b-aba0-180a30645d55 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e5cbf204-c10d-444b-aba0-180a30645d55|Type: FDA RefID: 816b11bf-e6e9-4438-a777-948090eabe82 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=816b11bf-e6e9-4438-a777-948090eabe82|Type: FDA RefID: 633f1ec9-53b1-4a9a-a738-8cae5b763f08 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=633f1ec9-53b1-4a9a-a738-8cae5b763f08"
"CHEMBL1977579";"CHEMBL1977579";"STREPTOZOCIN";"Black Box Warning";"teratogenicity";"None";"['United States']";"[None]";"None";"None";"EFO:0009880";"Type: DailyMed RefID: 15d161ed-9e7b-4c92-ba45-0556d2423e67 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=15d161ed-9e7b-4c92-ba45-0556d2423e67"
"CHEMBL2443262";"CHEMBL2443262";"OLICERIDINE";"Black Box Warning";"misuse";"None";"['United States']";"[None]";"None";"None";"EFO:0011049";"Type: FDA RefID: ce167984-8b9d-40b7-84ce-d0f33fff1eaa URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce167984-8b9d-40b7-84ce-d0f33fff1eaa"
"CHEMBL1252";"CHEMBL1252";"ABARELIX";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";""
"CHEMBL967";"CHEMBL967";"TEMAZEPAM";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";"Type: DailyMed RefID: bc56f7fd-1aaf-48ff-8aa7-d467e59e1015 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bc56f7fd-1aaf-48ff-8aa7-d467e59e1015|Type: DailyMed RefID: 38afa73c-7c87-440d-bece-f268e8e4a44c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38afa73c-7c87-440d-bece-f268e8e4a44c|Type: DailyMed RefID: becd63c1-5d14-4578-9f1e-df583f18a818 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=becd63c1-5d14-4578-9f1e-df583f18a818"
"CHEMBL1141";"CHEMBL1141";"POTASSIUM IODIDE";"Black Box Warning";"vascular toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011062";"Type: FDA RefID: 47762f8f-30e2-445d-aaa1-e04479f8dd5b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=47762f8f-30e2-445d-aaa1-e04479f8dd5b"
"CHEMBL405";"CHEMBL405";"AMPHETAMINE";"Black Box Warning";"misuse";"None";"['United States']";"[None]";"None";"None";"EFO:0011049";"Type: DailyMed RefID: eb1cc8d0-4231-41ea-8535-4fd872129713 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=eb1cc8d0-4231-41ea-8535-4fd872129713|Type: DailyMed RefID: a8a7eb93-4192-4826-bbf1-82c06634f553 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a8a7eb93-4192-4826-bbf1-82c06634f553|Type: FDA RefID: ae304b29-0b40-40ec-ad0d-76b742d4a9b9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ae304b29-0b40-40ec-ad0d-76b742d4a9b9|Type: DailyMed RefID: 91add2e3-8359-47dc-b79f-197d36b02819 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=91add2e3-8359-47dc-b79f-197d36b02819|Type: DailyMed RefID: 20735c2e-6304-425f-a4e4-584f6f90d6a0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=20735c2e-6304-425f-a4e4-584f6f90d6a0|Type: DailyMed RefID: 53d40847-e0d3-48ec-81a7-ec5478553565 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=53d40847-e0d3-48ec-81a7-ec5478553565|Type: FDA RefID: 8fa41f19-0b2b-4b6a-aa5f-d28f8213a6bc URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8fa41f19-0b2b-4b6a-aa5f-d28f8213a6bc|Type: FDA RefID: 674940ec-1714-4e41-b471-2a8c8a6c5ade URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=674940ec-1714-4e41-b471-2a8c8a6c5ade|Type: FDA RefID: bf82ccaa-70a7-4615-868b-1ca6e3f30e25 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bf82ccaa-70a7-4615-868b-1ca6e3f30e25|Type: FDA RefID: 7f16dd18-bf30-41ef-8981-932da5df0951 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7f16dd18-bf30-41ef-8981-932da5df0951"
"CHEMBL139";"CHEMBL139";"DICLOFENAC";"Black Box Warning";"cardiotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:1001482";"Type: DailyMed RefID: dff10e66-a577-451d-ba75-1889458ca833 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dff10e66-a577-451d-ba75-1889458ca833|Type: FDA RefID: 82427c70-58a3-4b8e-a0d5-128c9c1569f8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=82427c70-58a3-4b8e-a0d5-128c9c1569f8|Type: DailyMed RefID: b9e0536f-3575-4c19-9771-c1806bc23351 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b9e0536f-3575-4c19-9771-c1806bc23351|Type: DailyMed RefID: f8b489ee-b48f-41b6-a759-c910e531576f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f8b489ee-b48f-41b6-a759-c910e531576f|Type: FDA RefID: fb512554-c37e-4fd2-b06d-eadf7ab62442 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fb512554-c37e-4fd2-b06d-eadf7ab62442|Type: FDA RefID: 56caa44c-cc65-4500-ae05-ed508e52075d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56caa44c-cc65-4500-ae05-ed508e52075d|Type: FDA RefID: 4837662d-595c-4d5f-99ce-ccd17b8efaa9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4837662d-595c-4d5f-99ce-ccd17b8efaa9|Type: FDA RefID: 45e191b6-c6c9-45f9-96d5-cf30f8aa910c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=45e191b6-c6c9-45f9-96d5-cf30f8aa910c|Type: DailyMed RefID: 77b60a0c-e49a-4ad4-abb1-b662c24ab782 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=77b60a0c-e49a-4ad4-abb1-b662c24ab782|Type: DailyMed RefID: 29235691-2395-4ea1-892a-379c59e7d3c4 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=29235691-2395-4ea1-892a-379c59e7d3c4|Type: DailyMed RefID: fac1f8e7-f2b4-4de3-bd5c-d798d12273c1 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fac1f8e7-f2b4-4de3-bd5c-d798d12273c1|Type: DailyMed RefID: f845fac9-5ca8-40e5-b316-a748508380e6 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f845fac9-5ca8-40e5-b316-a748508380e6|Type: FDA RefID: 219e451c-5158-4e09-b532-0f323bcef118 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=219e451c-5158-4e09-b532-0f323bcef118|Type: FDA RefID: 90c6d882-aea2-439a-a3c1-53255d12ae94 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=90c6d882-aea2-439a-a3c1-53255d12ae94|Type: FDA RefID: 112e7c94-23c8-451e-ae71-eb89a6eb2cb2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=112e7c94-23c8-451e-ae71-eb89a6eb2cb2|Type: FDA RefID: 9dd418b2-4b0e-498c-b453-f580c69ddc6d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9dd418b2-4b0e-498c-b453-f580c69ddc6d|Type: FDA RefID: 8c54e404-2dbd-49cd-8235-b2a708bae563 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8c54e404-2dbd-49cd-8235-b2a708bae563|Type: DailyMed RefID: 73a46413-ecbc-4453-814d-bec955b375d2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=73a46413-ecbc-4453-814d-bec955b375d2|Type: DailyMed RefID: 164fc722-1b31-42fc-b0b5-5b7398983151 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=164fc722-1b31-42fc-b0b5-5b7398983151|Type: DailyMed RefID: 89a7bfbd-051f-4d87-a642-96b0df81b8e2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=89a7bfbd-051f-4d87-a642-96b0df81b8e2|Type: DailyMed RefID: 89c0abb8-31f5-4a7e-94d9-08945aa7787f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=89c0abb8-31f5-4a7e-94d9-08945aa7787f|Type: DailyMed RefID: 1eb7a7bb-c524-4168-8ade-4601dc11533b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1eb7a7bb-c524-4168-8ade-4601dc11533b|Type: DailyMed RefID: c73b0fd0-50b9-4262-bbef-5f71eef79036 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c73b0fd0-50b9-4262-bbef-5f71eef79036|Type: FDA RefID: 249f4547-deb1-47bc-8864-bae11124e4d0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=249f4547-deb1-47bc-8864-bae11124e4d0|Type: FDA RefID: 96f8c42c-db34-43b0-a891-33dd8e39e74f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=96f8c42c-db34-43b0-a891-33dd8e39e74f|Type: FDA RefID: afed223d-cedd-f100-e053-2a95a90ade12 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=afed223d-cedd-f100-e053-2a95a90ade12|Type: FDA RefID: f104f8fb-066f-4bbf-8894-3b3ed1b8266d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f104f8fb-066f-4bbf-8894-3b3ed1b8266d|Type: FDA RefID: fd467c1a-6463-4d92-9960-3e308c733edb URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fd467c1a-6463-4d92-9960-3e308c733edb"
"CHEMBL1276308";"CHEMBL1276308";"MIFEPRISTONE";"Black Box Warning";"infectious disease";"None";"['United States']";"[None]";"None";"None";"EFO:0005741";"Type: DailyMed RefID: b63fad9b-7f12-4400-9019-b0586054e534 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b63fad9b-7f12-4400-9019-b0586054e534"
"CHEMBL5483015";"CHEMBL5483015";"ARSENIC TRIOXIDE";"Black Box Warning";"carcinogenicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011046";"Type: DailyMed RefID: a482eccd-8837-47ea-904d-2f2c294d10fa URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a482eccd-8837-47ea-904d-2f2c294d10fa|Type: DailyMed RefID: 2b2a7ed9-5ed3-42fc-b19b-d50700396233 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2b2a7ed9-5ed3-42fc-b19b-d50700396233|Type: DailyMed RefID: f684f18f-afae-4430-a6af-63aae21b3571 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f684f18f-afae-4430-a6af-63aae21b3571|Type: FDA RefID: d9b3389d-bd95-4559-b3c7-099a57be8b1a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d9b3389d-bd95-4559-b3c7-099a57be8b1a|Type: FDA RefID: 5845022e-8c01-451b-ae49-a28e58c5f845 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5845022e-8c01-451b-ae49-a28e58c5f845|Type: FDA RefID: a9008658-c2dd-49f4-b1c4-26e232c81957 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a9008658-c2dd-49f4-b1c4-26e232c81957"
"CHEMBL413";"CHEMBL413";"SIROLIMUS";"Black Box Warning";"immune system toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011053";"Type: DailyMed RefID: 6a85ad01-8144-4d9c-e053-2991aa0a4f85 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6a85ad01-8144-4d9c-e053-2991aa0a4f85|Type: DailyMed RefID: 3275b824-3f82-4151-2ab2-0036a9ba0acc URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3275b824-3f82-4151-2ab2-0036a9ba0acc|Type: FDA RefID: 57fb4d90-3ccb-4a69-af1e-53be83f7a504 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=57fb4d90-3ccb-4a69-af1e-53be83f7a504|Type: FDA RefID: cdc49844-3e77-41d3-8287-b16d0c4742c5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cdc49844-3e77-41d3-8287-b16d0c4742c5|Type: FDA RefID: c3f305d7-8fbd-44d6-bb46-0ce30cac3656 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c3f305d7-8fbd-44d6-bb46-0ce30cac3656|Type: FDA RefID: 80269e86-3b04-44d0-9bff-7e7129e8ccb3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=80269e86-3b04-44d0-9bff-7e7129e8ccb3"
"CHEMBL1773";"CHEMBL1773";"CAPECITABINE";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";"Type: DailyMed RefID: 735458c9-29c5-107c-e053-2a91aa0a39e8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=735458c9-29c5-107c-e053-2a91aa0a39e8|Type: DailyMed RefID: 2777b481-7d7f-461a-b5e0-c09ce2990c34 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2777b481-7d7f-461a-b5e0-c09ce2990c34|Type: DailyMed RefID: 01bf8c52-7f60-4fa5-8257-847bc0d910a4 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=01bf8c52-7f60-4fa5-8257-847bc0d910a4"
"CHEMBL1725";"CHEMBL1725";"IOPROMIDE";"Black Box Warning";"misuse";"None";"['United States']";"[None]";"None";"None";"EFO:0011049";"Type: DailyMed RefID: 65647318-27e4-4f37-bd68-50eea52d6c5b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=65647318-27e4-4f37-bd68-50eea52d6c5b"
"CHEMBL93268";"CHEMBL1161681";"NITROUS ACID";"Black Box Warning";"hematological toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011051";"Type: DailyMed RefID: 52f01c6e-172a-47a9-98a6-9eab7651a032 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=52f01c6e-172a-47a9-98a6-9eab7651a032"
